,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
546,5743,6.8,0.28,0.29,11.9,0.052000000000000005,51.0,149.0,0.99544,3.02,0.58,10.4
547,5744,6.8,0.26,0.29,11.9,0.052000000000000005,54.0,160.0,0.99546,3.03,0.58,10.4
548,5745,7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.99737,3.16,0.41,9.7
549,5746,6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,0.99287,3.1,0.54,11.0
550,5747,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6
551,5748,5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29,13.9
552,5749,7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4
553,5750,7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5
554,5751,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6
555,5752,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5
556,5753,6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6
557,5754,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5
558,5755,6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6
559,5756,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
560,5757,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
561,5758,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
562,5759,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
563,5760,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
564,5761,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
565,5762,7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4
566,5763,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7
567,5764,6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0
568,5765,5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1
569,5766,6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1
570,5767,6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4
571,5768,6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6
572,5769,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7
573,5770,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0
574,5771,6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6
575,5772,7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3
576,5773,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3
577,5774,6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1
578,5775,6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2
579,5776,6.4,0.25,0.33,1.7,0.037000000000000005,35.0,113.0,0.99164,3.23,0.66,10.6
580,5777,5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3
581,5778,6.9,0.24,0.4,15.4,0.052000000000000005,81.0,198.0,0.9986,3.2,0.69,9.4
582,5779,6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3
583,5780,6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1
584,5781,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9
585,5782,6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8
586,5783,6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6
587,5784,6.9,0.24,0.4,15.4,0.052000000000000005,81.0,198.0,0.9986,3.2,0.69,9.4
588,5785,7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5
589,5786,5.9,0.24,0.34,2.0,0.037000000000000005,40.0,108.0,0.98948,3.19,0.5,12.3
590,5787,5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3
591,5788,6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6
592,5789,7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0
593,5790,7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2
594,5791,6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2
595,5792,8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4
596,5793,6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2
597,5794,7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4
598,5795,5.8,0.22,0.29,1.3,0.036000000000000004,25.0,68.0,0.98865,3.24,0.35,12.6
599,5796,6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8
600,5797,7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45,9.1
601,5798,8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4
602,5799,8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5
603,5800,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7
604,5801,6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9
605,5802,6.2,0.3,0.32,1.3,0.054000000000000006,27.0,183.0,0.99266,3.3,0.43,10.1
606,5803,6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3
607,5804,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7
608,5805,5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3
609,5806,6.1,0.25,0.3,1.2,0.036000000000000004,42.0,107.0,0.991,3.34,0.56,10.8
610,5807,5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.99068,3.25,0.51,11.2
611,5808,6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6,11.8
612,5809,6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8
613,5810,7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0
614,5811,6.6,0.31,0.37,6.2,0.052000000000000005,13.0,164.0,0.99602,3.24,0.39,8.8
615,5812,6.5,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1
616,5813,7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5
617,5814,7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5
618,5815,7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5
619,5816,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2
620,5817,8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.99184,2.92,0.74,12.2
621,5818,7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5
622,5819,6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3
623,5820,6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.29,12.1
624,5821,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2
625,5822,5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2
626,5823,5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.99092,3.29,0.44,12.5
627,5824,6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6
628,5825,5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61,10.4
629,5826,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1
630,5827,6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9
631,5828,6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0
632,5829,6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0
633,5830,7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7
634,5831,6.6,0.39,0.28,9.2,0.036000000000000004,10.0,92.0,0.99206,3.07,0.35,12.1
635,5832,6.3,0.23,0.33,6.9,0.052000000000000005,23.0,118.0,0.9938,3.23,0.46,10.4
636,5833,6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4
637,5834,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2
638,5835,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2
639,5836,7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5
640,5837,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2
641,5838,5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9
642,5839,6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1
643,5840,6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1
644,5841,5.9,0.22,0.29,4.2,0.037000000000000005,69.0,144.0,0.99214,3.13,0.74,10.8
645,5842,6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8
646,5843,7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2
647,5844,7.6,0.35,0.47,13.3,0.037000000000000005,42.0,116.0,0.99822,3.04,0.5,9.2
648,5845,5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3
649,5846,6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1
650,5847,5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4
651,5848,5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4
652,5849,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8
653,5850,7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9
654,5851,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8
655,5852,5.3,0.47,0.1,1.3,0.036000000000000004,11.0,74.0,0.99082,3.48,0.54,11.2
656,5853,7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9
657,5854,6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2
658,5855,6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2
659,5856,5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0
660,5857,5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,2.96,0.34,12.1
661,5858,3.8,0.31,0.02,11.1,0.036000000000000004,20.0,114.0,0.99248,3.75,0.44,12.4
662,5859,6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2
663,5860,6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7
664,5861,6.9,0.52,0.54,7.9,0.036000000000000004,23.0,169.0,0.99267,3.26,0.47,12.2
665,5862,7.0,0.55,0.05,8.0,0.036000000000000004,19.0,164.0,0.99269,3.26,0.46,12.2
666,5863,5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2
667,5864,6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2
668,5865,6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7
669,5866,6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7
670,5867,5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1
671,5868,7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4
672,5869,6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1
673,5870,6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4
674,5871,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
675,5872,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
676,5873,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
677,5874,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
678,5875,5.2,0.31,0.2,2.4,0.027000000000000003,27.0,117.0,0.98886,3.56,0.45,13.0
679,5876,7.2,0.22,0.35,5.5,0.054000000000000006,37.0,183.0,0.99474,3.08,0.5,10.3
680,5877,5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1
681,5878,6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5
682,5879,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
683,5880,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1
684,5881,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1
685,5882,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
686,5883,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
687,5884,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
688,5885,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
689,5886,7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0
690,5887,7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5
691,5888,6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7
692,5889,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1
693,5890,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
694,5891,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2
695,5892,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
696,5893,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8
697,5894,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
698,5895,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2
699,5896,7.0,0.2,0.35,8.8,0.037000000000000005,31.0,103.0,0.99388,3.13,0.49,11.0
700,5897,5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4
701,5898,6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4
702,5899,6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.99478,3.1,0.4,9.4
703,5900,7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5
704,5901,7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0
705,5902,6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5
706,5903,6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9
707,5904,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5
708,5905,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8
709,5906,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0
710,5907,6.2,0.26,0.29,2.0,0.036000000000000004,16.0,87.0,0.99081,3.33,0.61,11.8
711,5908,6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6
712,5909,5.6,0.225,0.24,9.8,0.054000000000000006,59.0,140.0,0.99545,3.17,0.39,10.2
713,5910,7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0
714,5911,6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5
715,5912,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5
716,5913,6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94
717,5914,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333
718,5915,7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4
719,5916,6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2
720,5917,6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94
721,5918,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333
722,5919,6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5
723,5920,6.3,0.28,0.22,11.5,0.036000000000000004,27.0,150.0,0.99445,3.0,0.33,10.6
724,5921,7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5
725,5922,8.4,0.27,0.3,2.2,0.037000000000000005,36.0,129.0,0.99085,2.89,0.3,11.466666666666699
726,5923,5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4
727,5924,6.4,0.24,0.26,8.2,0.054000000000000006,47.0,182.0,0.99538,3.12,0.5,9.5
728,5925,7.4,0.38,0.34,8.3,0.052000000000000005,44.0,168.0,0.99627,3.11,0.52,9.2
729,5926,6.4,0.24,0.26,8.2,0.054000000000000006,47.0,182.0,0.99538,3.12,0.5,9.5
730,5927,6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98
731,5928,6.4,0.23,0.26,8.1,0.054000000000000006,47.0,181.0,0.9954,3.12,0.49,9.4
732,5929,6.4,0.24,0.26,8.2,0.054000000000000006,47.0,182.0,0.99538,3.12,0.5,9.5
733,5930,7.4,0.38,0.34,8.3,0.052000000000000005,44.0,168.0,0.99627,3.11,0.52,9.2
734,5931,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
735,5932,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
736,5933,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
737,5934,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
738,5935,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
739,5936,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
740,5937,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
741,5938,6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4
742,5939,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
743,5940,7.4,0.27,0.52,15.7,0.054000000000000006,36.0,139.0,0.99788,3.04,0.62,10.0333333333333
744,5941,5.7,0.28,0.35,1.2,0.052000000000000005,39.0,141.0,0.99108,3.44,0.69,11.3
745,5942,5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4
746,5943,6.7,0.27,0.69,1.2,0.17600000000000002,36.0,106.0,0.99288,2.96,0.43,9.2
747,5944,7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1
748,5945,6.7,0.27,0.69,1.2,0.17600000000000002,36.0,106.0,0.99288,2.96,0.43,9.2
749,5946,7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3
750,5947,7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1
751,5948,7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4
752,5949,7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2
753,5950,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7
754,5951,7.3,0.28,0.35,1.6,0.054000000000000006,31.0,148.0,0.99178,3.18,0.47,10.7
755,5952,7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.433333333333302
756,5953,6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1
757,5954,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7
758,5955,6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333
759,5956,5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6
760,5957,6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333
761,5958,7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8
762,5959,7.3,0.28,0.35,1.6,0.054000000000000006,31.0,148.0,0.99178,3.18,0.47,10.7
763,5960,6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0
764,5961,6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8
765,5962,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5
766,5963,6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.933333333333302
767,5964,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1
768,5965,5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6
769,5966,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5
770,5967,6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9
771,5968,6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.933333333333302
772,5969,6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6
773,5970,7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3
774,5971,7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667
775,5972,6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5
776,5973,6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5
777,5974,6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0
778,5975,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4
779,5976,6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.333333333333302
780,5977,6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8
781,5978,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4
782,5979,5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.066666666666698
783,5980,6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2
784,5981,7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0
785,5982,6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.333333333333302
786,5983,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5
787,5984,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5
788,5985,6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0
789,5986,7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2
790,5987,6.7,0.26,0.29,7.1,0.036000000000000004,28.0,100.0,0.99534,3.08,0.36,9.3
791,5988,6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8
792,5989,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2
793,5990,7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4
794,5991,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2
795,5992,6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5
796,5993,6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8
797,5994,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4
798,5995,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8
799,5996,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8
800,5997,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8
801,5998,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4
802,5999,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8
803,6000,7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1
804,6001,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3
805,6002,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333
806,6003,5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
807,6004,5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
808,6005,6.3,0.29,0.29,3.3,0.037000000000000005,32.0,140.0,0.9895,3.17,0.36,12.8
809,6006,6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05
810,6007,5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
811,6008,6.3,0.29,0.29,3.3,0.037000000000000005,32.0,140.0,0.9895,3.17,0.36,12.8
812,6009,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333333333333
813,6010,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1
814,6011,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5
815,6012,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1
816,6013,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5
817,6014,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1
818,6015,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75
